Area,Perimeter,Eccentricity,Orientation,MajorAxisLength,MinorAxisLength,CentroidX,CentroidY,MeanR,MeanG,MeanB,StdR,StdG,StdB,RelacionAspecto,Circularidad,Compacidad,Etiqueta,BoundingBox_1,BoundingBox_2,BoundingBox_3,BoundingBox_4,Area_Scale,Perimeter_Scale,MajorAxisLength_Scale,MinorAxisLength_Scale,CentroidX_Scale,CentroidY_Scale,Circularidad_Scale,Compacidad_Scale,BoundingBox_Scale_1,BoundingBox_Scale_2,BoundingBox_Scale_3,BoundingBox_Scale_4,Clase,NombreImagen
30730,718.151,0.876536768421974,70.5525215413283,286.344026358525,137.827375567269,408.7837292548,440.925577611455,66.799837292548,57.0411324438659,58.6672632606573,33.7429499383991,34.9958180365576,28.8979869518534,2.07755553045969,0.748756982095654,16.7829762056948,3,324.5,306.5,169,268,1.57128645191116,5.13525782580406,2.04879882573391,0.984956619215634,2.92485802873962,3.15098915917408,0.748756703763579,16.7829824443576,2.32180579216354,2.19034282955094,1.20919931856899,1.91521004345727,frejol_rojo,img2.jpeg
29566,629.462,0.579946227077646,27.8866035855232,215.932149171953,175.91015259111,1040.69305959548,479.328383954542,68.3044037069607,62.2810322667929,61.5163701549077,35.2706557446761,35.0201874099319,28.5438969483253,1.22751385290348,0.937698890139768,13.401285579517,4,933.5,388.5,215,183,1.51176880042972,4.50107242285574,1.54500004518263,1.25710780219625,7.44618543492508,3.42542736964135,0.937698541573165,13.4012905611186,6.67921635434412,2.77633993239981,1.53833049403748,1.30777402221149,frejol_rojo,img2.jpeg
34368,727.903,0.780404721929116,30.4098037026053,265.220273032613,165.835530796504,1079.78718575419,1612.5084089851,72.5860102420857,60.7720554003724,60.3083391527002,34.3848314493131,36.6070756820396,28.7248304152899,1.59929703700267,0.815111658945792,15.416747480476,5,955.5,1515.5,249,195,1.75730467879215,5.20499111910483,1.89765783089774,1.18511147068482,7.72590490658875,11.5234787315208,0.815111355947991,15.4167532112765,6.8366269165247,10.8302269435056,1.78160136286201,1.39352969579913,frejol_rojo,img2.jpeg
35423,700.289,0.67632771642389,81.0761402853081,248.998018366178,183.412153291149,1317.2946955368,1041.4860966039,75.3109561584281,65.4434407023685,63.2976597126161,35.5933111116001,38.1306154220117,30.3136631182126,1.35758734575738,0.907696360231403,13.84424479917,6,1226.5,911.5,192,250,1.81124894194757,5.0075326325167,1.78158718422138,1.31071939580348,9.42527720827011,7.44277847886902,0.907696022817507,13.844249945431,8.77563884156729,6.5138580395944,1.37376490630324,1.78657653307581,frejol_rojo,img2.jpeg
30755,667.161,0.388306169844852,-51.5788821639783,207.520572159001,191.236520411599,1574.23316533897,1247.18582344334,72.5796130710454,66.3448219801658,62.896992358966,38.3635085682505,37.6774853696698,29.9054925035819,1.08515137021084,0.868288988575724,14.4725670596976,7,1473.5,1138.5,206,212,1.57256475198593,4.77064537447036,1.48481499670835,1.36663471853774,11.2636785254236,8.91277169819482,0.868288665810553,14.472572439522,10.542930153322,8.13606953162723,1.47393526405451,1.51501690004829,frejol_rojo,img2.jpeg
31142,653.132,0.674706449074137,-88.0390128391019,233.20803450104,172.127627088592,1687.23457067626,803.911148930704,74.3071735919337,70.5731809132361,67.7972513004945,39.7333456338094,38.0874142754599,30.758045241161,1.35485533871336,0.917390924749371,13.6979452001798,8,1601.5,682.5,181,239,1.59235283714342,4.67032868335915,1.66860944617439,1.23007671700201,12.0722064682117,5.74499517343043,0.917390583731757,13.6979502920574,11.4587734241908,4.87735393529696,1.29505962521295,1.70796716562047,frejol_rojo,img2.jpeg
34861,734.179,0.778203738208065,72.9969675758403,267.597240000401,168.05425012551,1875.63543788187,1662.72014572158,71.0867158142337,62.2985284415249,60.1302601761281,38.2324595798112,38.8307610517554,30.7882332027138,1.59232652432502,0.812729060105022,15.461943261553,9,1790.5,1527.5,177,272,1.78251275626667,5.24986869793539,1.91466509029248,1.20096711823156,13.4202194874001,11.8823071736743,0.812728757992894,15.461949009154,12.811073253833,10.9159826170932,1.2664395229983,1.94379526798648,frejol_rojo,img2.jpeg
25634,715.747,0.693642879264173,-82.6768187766886,216.701415281765,156.094160936753,2064.13228524616,1685.81719591168,70.71085277366,59.0024186627136,58.0788015916361,33.5359561289105,34.8812632518137,27.0957193247638,1.38827368033048,0.628792236884724,19.9849328239448,10,1978.5,1578.5,170,219,1.3107177646694,5.11806762511753,1.5505041638559,1.11549665951905,14.7689192470764,12.0473657650859,0.628792003146606,19.984940252857,14.1562180579216,11.2804442298407,1.21635434412266,1.56504104297441,frejol_rojo,img2.jpeg
37731,722.539,0.706620500351933,80.3447202814744,262.051745379816,185.425909346747,2085.38899048528,431.200816304895,71.8372955924836,65.6102674193634,64.2405184066153,37.2775864432969,37.128144646592,30.1770279525203,1.41324233653766,0.908208562973019,13.8364370549681,11,1987.5,294.5,198,273,1.92926160485063,5.16663494752307,1.87498693457449,1.32511031305256,14.921011516249,3.08149303781383,0.908208225368723,13.8364421983267,14.2206132879046,2.1045871559633,1.41669505962521,1.95094157411878,frejol_rojo,img2.jpeg
31726,709.041,0.866715952676136,58.6637952965258,285.554261138881,142.435042911311,2166.16333606506,984.21367332787,76.4599697409065,61.4043056168442,63.1203429363929,30.9008361650557,35.3521271093237,28.1381453822571,2.0048034198767,0.793016979668883,15.8462819038328,12,2068.5,856.5,196,257,1.62221392689012,5.07011525997448,2.04314803540596,1.01788442061198,15.4989540229527,7.03349220919965,0.793016684884237,15.8462877943023,14.8001703577513,6.12081120231772,1.40238500851789,1.83660067600193,frejol_rojo,img2.jpeg
